Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
Rum Fire,Shop 2151 122 Lang Rd Moore Park Sydney New South Wales 2021 Australia,Belinda N,Terrible service  below average food,Ate here with a friend before an event at Moore Park. Although our service was personally ok we watched several tables get ignored though they were clearly indicating to staff that they required service  saw several meals get sent back to the kitchen  and witnessed general chaos. When our meals did arrive they were pretty bad - how hard it...   More,55,27,35,Sydney  New South Wales,May 27  2014,1
Rum Fire,Shop 2151 122 Lang Rd Moore Park Sydney New South Wales 2021 Australia,Watto77,Terrible service  ordinary food,We ate there last night  the service was awful and the food was average at best. I ordered a medium rare steak  and asked to swap the chips for veggies. The steak that came out was bordering on blue  the veggies were dry  cold and tasteless. There were a few groups of people around us that were there well before...   More,150,64,111,Rozelle  Sydney,May 3  2014,2
Rum Fire,Shop 2151 122 Lang Rd Moore Park Sydney New South Wales 2021 Australia,Tygr22,terrible service,Normally wouldnt focus so much on service but this was just terrible. Came for a quick breakfast with 2 colleagues and they way they took our order (order at counter) was just rude  so unhelpful and looked at me like i was an idiot.. They werent even busy and most people were getting take away coffees. They slopped our food...   More,55,23,39,Drummoyne  Sydney,April 14  2014,2
Pizza Hut,630 George St Sydney New South Wales 2000 Australia,paduosgiovanni,Old old old pizza hat,i have been living in Sydney for 21 years and as far as remember the fit out of this Pizza Hut as been as same as was ..... The pizza is ok but I believe the " buffet" is not as used to be. If you want a cheap pizza is the place to go but for a good pizza... read more,35,43,28,Sydney  Australia,2 October 2014,2
Pizza Hut,630 George St Sydney New South Wales 2000 Australia,AnXhelo M,Closed,Finally this store is closed?? Was not a good pizza shop .......old......toooo old. The management was not friendly so personally I did not miss nothing. Hope they will open a new one nearby with new managements .,6,1,4,Stanmore  Sydney,25 September 2015,1
Pizza Hut,630 George St Sydney New South Wales 2000 Australia,paduosgiovanni,9:30pm closed !,Worst Pizza Hut ever! Been here many times  the manager is rude to costumers and staff  been tonight at 9:30pm (Thursday) and was ready close! I and few mor guys outside were shocked and couldn't believe it. I won't go again,35,43,28,Sydney  New South Wales,22 January 2015,1
Pizza Hut,630 George St Sydney New South Wales 2000 Australia,MemphisBirthday,Old old old pizza hat,i have been living in Sydney for 21 years and as far as remember the fit out of this Pizza Hut as been as same as was ..... The pizza is ok but I believe the " buffet" is not as used to be. If you want a cheap pizza is the place to go but for a good pizza...   More,70,21,27,Sydney  New South Wales,2 October 2014,2
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Jessica C,Omg! DISGUSTING!,The worst Chinese I have ever eaten My boyfriend and I decided to have lunch at this place and ordered two soft drinks  two portions of rice  one sweet and sour pork and one honey chicken.. It was the worst food I have ever tried The pork was in some jelly sauce that was horrible and didn't even... read more,7,7,5,Rozelle  Sydney,30 December 2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Stephen S,Omg! DISGUSTING!,The worst Chinese I have ever eaten My boyfriend and I decided to have lunch at this place and ordered two soft drinks  two portions of rice  one sweet and sour pork and one honey chicken.. It was the worst food I have ever tried The pork was in some jelly sauce that was horrible and didn't even taste of...   More,41,89,23,Sydney  New South Wales,30 December 2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,jdaizd,Comic Ineptitude: Check Tripadvisor and Do Not Become a Victim,None of the staff have a working knowledge of the English language. In Hong Kong this doesn't affect the quality of food or service  but here it is a major issue. Finding the first beer that I ordered to be at room temperature (it is late December in Sydney  NSW) I queried the waiter as to the possibility of a...   More,122,44,69,Stanmore  Sydney,28 December 2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Jacqueline T,Reasonable,Food was OK and prices were all right  nothing special and probably would try somewhere else next time. Hard to get the staff's attention,1,1,0,Sydney  New South Wales,1 November 2015,3
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,GBSWBrisbane,WORST RESTAURANT I HAVE EVER BEEN TO!!,This was EASILY one of the WORST restaurants I have been to. If I could give it a minus score  I would. We decided to make an uninformed decision and randomly selected this restaurant for dinner after a beautiful evening show at Hyde Park. How wrong we were. Firstly  the table service was reasonable  a timid Chinese girl served us...   More,65,59,49,Newtown  Sydney,4 October 2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Rolando L,One More Terrible,Was wandering along Dixon Street last night and decided to put the phone away  do no research and make an uninformed choice for dinner. Yin Li Sichuan was our choice. And how uninformed it was! We ordered the "Seafood Lakesa" (sic) and the dumplings. Both were disgraceful. The laksa was a watery broth with boiled tasteless seafood and some chilli...   More,91,33,23,Sydney  New South Wales,6 September 2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,happymagpie,Term Break Holiday in the City,The hot pot dish we had for dinner was very good for the cold winter night. It had a good array of meat  prawns and vegetable to be cooked in the clear soup base we had. The lemon chicken dish was also smacked on in its taste as well as the fried rice which had a lot of meat and...   More,25,10,11,Sydney  New South Wales,6 July 2015,4
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Maryie-j,Unremarkable dining experience,Coming back to China town after several years away  we dined at this restaurant. We ordered steamed dim sims for entree. When they came they had a thin skin on them and they looked as though they had been out of the steamer for some time. They were also cold. Given we had walked from Circular Key  we inhaled them ...   More,2,1,0,Drummoyne  Sydney,25 June 2015,2
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Tony H,Rasict dirty abusive restaurant,This restaurant is absolutely disgusting!!! They made us eat out side that was ok then charged us more money because we were white yes that is correct!!! Then our food came out OMG!!! Cracked plates and pieces of the plate in the food we had honey chicken and was as raw as anything pork belly came out n it was...   More,47,7,29,Sydney  New South Wales,11 June 2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,baliliving,Expensive but tasty food,The food was expensive  but tasty. The people bringing out the food from the kitchen couldn't understand a word of English. Nice setup maybe too many tables squeezed in. The "Engrish" in the menu is amusing.,84,91,37,,19 April 2015,3
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Polley01,WORST RESTAURANT IN SYDNEY,This is the WORST restaurant in Sydney. Living in this city for 36 years I have not come across a more rude  unprofessional   disgraceful organization. The manager will not give you time of day  food will take over half hour to come and staff have no respect. The manager is the worst... read more,107,48,55,Rozelle  Sydney,February 20  2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,John987123,Great food very poor service,We had dinner here tonight. We couldn't get a table at a couple of other restaurants and the girls were out spruking their stuff. The food was good and reasonably priced but the service was terrible. I wouldn't go back again,2,0,0,Sydney  New South Wales,February 28  2015,3
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,PeteJ59,WORST RESTAURANT IN SYDNEY,This is the WORST restaurant in Sydney. Living in this city for 36 years I have not come across a more rude  unprofessional   disgraceful organization. The manager will not give you time of day  food will take over half hour to come and staff have no respect. The manager is the worst "professional" in Australia. Stay away and tell...   More,7,2,4,Stanmore  Sydney,February 20  2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Katsuya S,I should have done some research,Where I come from  Chinese food is ridiculously cheap so we didn't expect to be burned so blatantly. We got led into here by the shill out the front  paid A$90 for a $30 meal (plus 3 Heinekens). Food wasn't completely ghastly  I got a Chilli Chicken thing  my partner got Fried Rice (possibly the most tasteless dish I've ever...   More,2,4,0,Sydney  New South Wales,February 14  2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,MiriamEspJorrin,RACIST!,SO ASIAN PEOPLE PAY NORMAL PRIZE OK NICE WHILE THE NON-ASIANS HAVE TO PAY LIKE 10 5 DOLLAR MORE! PLEASE SOMEONE FORCE THEM TO CLOSE DOWN! THEY ARE RACIST! and note to all never ever EVER bye the stupid Beef Noodle thing! also the drink cost like $5 bucks each and me and my girl friend order 3 dishes only...   More,7,3,7,Newtown  Sydney,January 8  2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,marce_sof,Worst chinese restaurant I have ever been,I have to say that I cant think in one good think about this restaurant  I went there with 2 of my friends last week for dinner and the food is so over priced for what it is  the dumplings were tasteless and the service is soo rude. Do not waste your money coming to this restaurant  I wish I...   More,23,10,16,Sydney  New South Wales,January 4  2015,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Cuong H,Won't go back there for sure!,We had lunch over there on the 29th November 2014 and that was our first time. They took us inside (2nd floor). The interior was nice. Chinese style of course. LOL. They served us with a small bowl of peanuts for snacking while we decided what we want to order. My hubby ordered boiled chicken dumpling and beef noodle. I...   More,1,6,0,Sydney  New South Wales,December 11  2014,2
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Eliza S,Worst Asian restuarant I have ever dined in.,The food was not fresh...salty and they put way too much MSG. It was really over priced and the serving was very small. Ordered 3 servings of dumpling there and it was so bad we didn't even finish it. One of the prawn dumpling had 1 tiny prawn and the rest were just dough! The service was bad too  the...   More,7,8,3,Drummoyne  Sydney,December 5  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Jisu H,Do not go here!!!,The owners of this restaurant have no pride in their work. Terrible service  the food is drab and ridiculously overpriced. Trust this review and look somewhere else. Seriously bad.,1,3,0,Sydney  New South Wales,October 4  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Chris W,Horrible,Tasty bad  service bad  racism too bad. I dont know why Aussy go there to eat lunch and dinner. Don' waste your money. You deserve to eat fresh food,1,6,0,Ashfield  Australia,July 26  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,MissyMarie,average food and clear racsim,i read an article in the paper today that prompted me to write this review as i felt it might have been a one off but clearly not. we to dinner here a few months ago with friends including one dinners asian girlfriend  she arrived first and was given a different menu to the one we were given when... read more,19,20,15,Sydney  Australia,July 22  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Ralphski,average food and clear racsim,i read an article in the paper today that prompted me to write this review as i felt it might have been a one off but clearly not. we to dinner here a few months ago with friends including one dinners asian girlfriend  she arrived first and was given a different menu to the one we were given when we...   More,18,8,12,Rozelle  Sydney,July 22  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Triphappenings,Racist Restaurant charges more to English customers,What a terrible racist place. English customers are charged more than Chinese people. Do not go. Stay away from this terrible place,102,128,21,Sydney  New South Wales,July 20  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,redracer69,Looks to be Authentic Food but Unfortunately Promote Racism,Walked past this restaurant many times and meant to try it. Whilst searching I found the restaurant is promoting racism and unfortunately its true and there are multiple media articles about it. Racism is illegal in Australia but this restaurant thinks its ok to charge white people or non English speakers more in price. Sorry but we dont do that in...   More,39,14,18,Stanmore  Sydney,July 20  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Steve K,Racist Chinese restaurant,Don't eat here unless you want to be ripped off  they charge more if you don't read Chinese. This is illegal :-(,1,5,0,Sydney  New South Wales,July 20  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,lisanim,DO NOT EAT HERE,These people do not like or value your business if you are not Chinese   they do not want you in their restaurant,1,6,0,Newtown  Sydney,July 20  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Kirstin B,If Aussie don't eat here,Aussies pay more. Not acceptable. We need to stamp this sort of thing out. It's racist yet when they do it to us they can get away with it  call them a name or charge them more and we get arrested for racist. BOYCOTT THIS PLACE until they work out what country they are living in!,33,9,10,Sydney  New South Wales,July 20  2014,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,The67Yak,Authentic,we had dinner here and really loved it. I have eaten a lot of Asian food and this was one of the best meals ever. Really recommend the Sizzling Peking Duck. The environment made me feels like I was back in Hong Kong. Would definitely go back.,135,86,62,Sydney  New South Wales,June 5  2014,5
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Stephanie D,Nice lunch,Staff (after some lengthy discussion) were able to understand my friends order. Interestingly there was never an offer nor were we asked for our drink orders. Food was average and there is better here.,5,19,5,Drummoyne  Sydney,September 16  2013,3
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Ankaliwynyard,Racist,Two menus - one for Chinese (cheaper) one for others (dearer). Food poor (on cheap menu) - Spicy Pork = streamed pork covered by basic sweet chile sauce. Service just okay. Wine slightly over priced. Will never eat there again or encourage others. Racism is its worst form.,72,45,44,Sydney  New South Wales,August 16  2013,1
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,Eliad B,Streetside table the way to go here,One of many Chinatown resturants touting for business we were lured in by the menu. After going upstairs we decided that streetsdie eating was much more entertaining as the upstairs room was completely enclosed and very ordinary. There are two types of menu offered here but we were only shown the... read more,1,1,0,Palmerston North,December 28  2012,3
Yin Li Sichuan Restaurant,71 Dixon Street Sydney New South Wales NSW 2000 Australia,silverthreads101,Great food & service,Had lunch with friends  great food and good service. The hostess explain everything nice and in patience. Beware of the authentic Chinese menu  it's spicyyyyy :),192,92,98,Rozelle  Sydney,July 31  2013,4
Dejavu Tapas Bar,7 Kellett Street Sydney New South Wales 2011 Australia,Juddy_AU,Great bar,Great bar  very cheap drinks  awesome place for predrinks as shots are only $3! Only problem is the place is very small and gets jam packed around 9:30 on a Saturday night.,62,81,29,Rozelle  Sydney,6 April 2014,3
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,susantosca,Makeover needed,The place looked inviting as we were driving along Victoria Rd but we probably should have reconsidered our decision to stay for lunch. I had the thai beef salad and "thai" it was not. The dressing was fine  but the meat seemed like it had been broiled. I guess for $10 i shouldn't be too... read more,23,15,12,Sydney  Australia,15 November 2015,1
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,Sydney_guy,Makeover needed,The place looked inviting as we were driving along Victoria Rd but we probably should have reconsidered our decision to stay for lunch. I had the thai beef salad and "thai" it was not. The dressing was fine  but the meat seemed like it had been broiled. I guess for $10 i shouldn't be too picky ... but still. The...   More,58,26,24,Rozelle  Sydney,15 November 2015,1
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,Squizzynet,Needs a big change in the bistro,The pub section is old  but ok  and has a good selection of beers and wines; however  the bistro is old  run down and very ordinary. The $10 lunch menu promises a lot  but delivers very little. Our two meals looked good on paper but were very ordinary when they were served. The pulled pork roll left me feeling quite...   More,109,68,85,Sydney  Australia,13 November 2015,1
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,Adam K,Just a pub  nothing more.,We only went there to see a band so thanks heaps for supporting local music  and actually paying the band real money. There were quite a few patrons in the small bar area so it was reasonably jolly though it seemed as though most of them knew the band members. What it's like on a non-band night who knows  probably...   More,80,44,64,Sydney  Australia,20 October 2015,3
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,BozzaM,Needs soooo much work,We are here today because it was near a park for the kids. The menu has so many spelling errors on every page  which shows a lack of attention to detail. We ordered our food and it came out far too quickly to have been prepared fresh. Everything was part cooked. My curry was watery and oil covered the top...   More,67,38,41,Wollongong,5 April 2015,1
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,M-moate,Shamateur,Ouch! This place is baaaaaaaaaaad :( Uninterested staff who obviously realise they are in a sinking ship. The highlight was staff serving totally Drunk patrons even after the Bar had been closed. Poor Management here.,146,89,97,Sydney  Australia,18 January 2015,1
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,Biggles2807,Good steaks and good value but ...,The value was due to the use of 'social living' vouchers. On two recent visits four of us had dinner (main course only - choice of steak or schnitzel) and a bottle of wine per couple for $50 total. A great deal. The steaks were good and wine passable. Service good and friendly. And that was on both nights. On...   More,8,2,7,Sydney  Australia,3 January 2015,3
Ruby L'otel,68 Victoria Rd Rozelle Sydney New South Wales 2039 Australia,Matt W,Hit and miss,I ate there 2 nights in a row. The first night the food was good and the service was good. The second night (which was a bit busier) entree came out with the mains and the medium steaks could onlt be called rare and bled so much on the chips on the plate turned into a red mush. I would...   More,19,6,9,,15 November 2014,1
Erskineville Fish & Chips and Takeaway,9 Swanson Street Sydney New South Wales 2043 Australia,jebskulker,Location is probably the only reason this old relic still exists,I've only ever visited this place twice  and both times it was terrible. First time I just went for some chips and a seafood stick and scallops. It was all oily and flour-y and lacking any flavour. Second time I had a chicken kebab  thinking it would at least be decent. The chicken was just... read more,263,89,131,Sydney  NSW,11 August 2015,1
Erskineville Fish & Chips and Takeaway,9 Swanson Street Sydney New South Wales 2043 Australia,Brent H,Location is probably the only reason this old relic still exists,I've only ever visited this place twice  and both times it was terrible. First time I just went for some chips and a seafood stick and scallops. It was all oily and flour-y and lacking any flavour. Second time I had a chicken kebab  thinking it would at least be decent. The chicken was just cut-up pieces wrapped with a...   More,20,10,18,Sydney  New South Wales,11 August 2015,1
Erskineville Fish & Chips and Takeaway,9 Swanson Street Sydney New South Wales 2043 Australia,mastasus,Time to step back and rebuild,Erskineville   little area full of nice pubs  cafes and small eatery and a classic Fish & Chip by the train station . You could imagine back in the 50/60's Dad getting off the train and going to this shop and buy the Friday fish & chips and go home to the family and enjoy a great family meal ....   More,1,1,0,Sydney  New South Wales,27 December 2014,2
Agave Restraunt Mexicano,410 Crown St | Suite 2 Sydney New South Wales 2010 Australia,Mark C,Somebody call Gordon Ramsey pronto,Service: 01/10 Food: 02/10 Experience: 01/10 I Purchased coupons via cudo for my wifes birthday  and had called a week prior to book ahead  I spoke to the owner who seemed pleasant over the phone. I asked ahead of time if there were any requirements when presenting the coupons  He assured that... read more,3,2,0,Sydney  Australia,7 January 2014,1
Agave Restraunt Mexicano,410 Crown St | Suite 2 Sydney New South Wales 2010 Australia,Tilly M,Somebody call Gordon Ramsey pronto,Service: 01/10 Food: 02/10 Experience: 01/10 I Purchased coupons via cudo for my wifes birthday  and had called a week prior to book ahead  I spoke to the owner who seemed pleasant over the phone. I asked ahead of time if there were any requirements when presenting the coupons  He assured that the reservation was made and that we need...   More,19,5,12,Rozelle  Sydney,7 January 2014,1
Pappa Rich,462 Chapel Road | Shops G13 and G14 French Avenue Sydney New South Wales 2200 Australia,Gopacks,Horrible,We had a dreadful experience today at the Chatswood restaurant. None of us could eat any of our meals it was such poor quality.,10,6,6,Sydney  New South Wales,1 week ago,1
Pappa Rich,462 Chapel Road | Shops G13 and G14 French Avenue Sydney New South Wales 2200 Australia,LeChatNoir2015,Horrible,We had a dreadful experience today at the Chatswood restaurant. None of us could eat any of our meals it was such poor quality.,14,7,13,Sydney  New South Wales,1 week ago,1
Al Martino's Leichhardt,25 Norton Street Leichhardt Sydney New South Wales 2040 Australia,kscott4,DON'T GO- IT'S BEEN SHUT DOWN,We had a voucher for seafood platter from 'Our Deal'. We had trouble getting a response just to book in and when we finally went we found that the owners of the premises had taken it over and shut it down. Probably just as well as the area is tired and run down  planes flying low overhead and from... read more,90,37,46,Sydney,23 April 2013,1
Al Martino's Leichhardt,25 Norton Street Leichhardt Sydney New South Wales 2040 Australia,dazzafromoz,DON'T GO- IT'S BEEN SHUT DOWN,We had a voucher for seafood platter from 'Our Deal'. We had trouble getting a response just to book in and when we finally went we found that the owners of the premises had taken it over and shut it down. Probably just as well as the area is tired and run down  planes flying low overhead and from what...   More,34,17,32,Leichhardt  Sydney,23 April 2013,1
M.O.A.N,224-226 King St Sydney New South Wales 2042 Australia,Jac W,They have changed their name to Surprise!,No  really. They really have changed their name to "Surprise". If a name change helps them  then God luck. But the interior decoration is even worse than it was before. Not inviting.,24,7,15,Sydney,4 June 2014,1
M.O.A.N,224-226 King St Sydney New South Wales 2042 Australia,Marina K,They have changed their name to Surprise!,No  really. They really have changed their name to "Surprise". If a name change helps them  then God luck. But the interior decoration is even worse than it was before. Not inviting.,4,3,3,Sydney  New South Wales,4 June 2014,1
M.O.A.N,224-226 King St Sydney New South Wales 2042 Australia,Kim G,Moan about MOAN,Wish I'd never entered the place. Beyond belief was how I was treated. Pizza was passable  but if it was as good as the best pizzeria in Naples I wouldn't return. Let's just say it went from bad to worse. So many places to eat in Newtown  please don't give these people your hard earned money. Rude ruder and up...   More,1,0,0,Stanmore  Sydney,3 April 2014,1
M.O.A.N,224-226 King St Sydney New South Wales 2042 Australia,Chris L,Moan sums it up,Simply awful. Food delivery slow and inedible. Service non existent. STAY AWAY. I have had poor experiences but this. Is the worst,229,81,148,Newtown  Sydney,9 February 2014,1
M.O.A.N,224-226 King St Sydney New South Wales 2042 Australia,Lynne T,Good Pizza,We went to this lace late Saturday night. Pizza seemed to be the order of the day. I ordered a 4 mushroom pizza which was good  the base very italian. Service was good an price ok.,1,0,0,Sydney  New South Wales,29 September 2013,4
M.O.A.N,224-226 King St Sydney New South Wales 2042 Australia,Jac W,The worst customer service I've ever experienced in Australia,Staff did whatever they felt like. Very disorganised. Chef listens to his music so loudly  doesn't care about customers. Waiter was extremely rude  no table reservation when we arrived. Food was so so  very plain. Never again.,24,7,15,Drummoyne  Sydney,13 September 2013,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,00JMB00,Woeful,It's hard to imagine a worse meal... We had the 'Thai salad' which turned out to be a garden salad sodden with regular vinegar with a few over fried chicken pieces on top... Needless  to say we couldn't eat it and ended up asking for the dessert of a dried up old tart to be binned. The waitress... read more,3,0,0,Civitanova Marche  Italy,8 October 2015,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,MartinPeebles,Woeful,It's hard to imagine a worse meal... We had the 'Thai salad' which turned out to be a garden salad sodden with regular vinegar with a few over fried chicken pieces on top... Needless  to say we couldn't eat it and ended up asking for the dessert of a dried up old tart to be binned. The waitress seemed like...   More,1,0,0,Sydney  New South Wales,8 October 2015,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,Pinds1,very poor,We went for a Meal prior to a Super Rugby Game at the Sydney Football Stadium. When we eventially ordered and found a table. My Squid was served almost immediately but my Daughter's Beef Burger took 30 Minutes to get to the Table only after I had to ask a Waitress where it was??? To make matters worse this made...   More,1,2,0,Sydney  New South Wales,14 June 2015,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,vhontelle,Rude owner and inappropriate behaviour,I went there to get my mother a coffee with my twin toddlers. My mother went off to the bathroom with them whilst I ordered her coffee. When she returned I went to ask the man cleaning the floor if I could use the bathroom. I was aggressively told that I can't use their toilet  there's a toilet outside  can't...   More,2,1,0,Rozelle  Sydney,10 April 2015,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,EMTEE18,Awful service and setup,Waited at the bar for 30 minutes. Not sure why it took so long as there were about 5 people in front of us and they were ordering wine and beer  nothing complicated. One and occasionally two bar staff serving the hefty line while an event was on was ridiculous. After this wait to order food and drinks we were...   More,15,4,11,Stanmore  Sydney,3 March 2015,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,Keiranredhair,Never again.....,Four of us sat down to have lunch before the Cirque du Soleil show. Three of us ordered the hamburgers  one ordered the Quattro formaggio pizza. ( four cheeses). We spent a good time reading the outside menu and deciding our dishes  only to find out that when we ordered at the counter  that menu was not valid due to...   More,18,11,5,Newtown  Sydney,3 November 2014,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,mjm056,Bad Breakfast,My partner dined for breakfast here. We had some bad experiences in the past but thought we'd give it another go. The breakfast of bacon & eggs on toast and a piece of toast took over half an hour to cook  making us both late for work. If the place was busy this would be totally acceptable but we were...   More,9,0,8,Drummoyne  Sydney,14 October 2014,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,jeffng2014,Disappointment,A friend and i dined here on Thursday night prior to our evening out. Food was low key cafe fare prepared within a reasonable time   presented as you might expect and tasted as we expected so no challenge there . What really clinched the experience was ; 1) The Poor service 2) Staff attitude 3) 20 minute wait in...   More,14,3,3,Sydney  New South Wales,25 April 2014,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,aus-vick,Just awful,Our 12 year old can cook better - fried burnt fish; chicken kebabs that looked like they had been boiled then sauce from a jar tipped over; rice cooked to mush with no seasoning. When I gave the feedback to the manager in charge I got the comment - "I'm not quite sure what is wrong with them in the...   More,133,51,85,Sydney  New South Wales,8 January 2014,1
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,WellTravelledAussie2,Nice meal after the cricket,We ate here after watching the cricket. The menu is quite good and prices are reasonable. We had the grilled salmon with vegetables ($25) and lamb souvlaki skewers with Greek salad and pita ($19). Both were very nice and quite a good size. Would recommend for a quick post sporting meal.,284,391,148,Sydney  New South Wales,3 January 2014,4
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,DiL5,Average at best,We dined at this restaurant early on a Sunday night. We had a groupon voucher giving us a 50% discount. But if we had spent full price on this meal we would've felt incredibly upset at the end of it. The service was very average. Trying to get hold of the waitress was difficult  even though... read more,49,28,22,Sydney  New South Wales,July 14  2013,2
Rumfire,122 Lang Road | Moore Park Sydney New South Wales Australia,mfhmfh,Average at best,We dined at this restaurant early on a Sunday night. We had a groupon voucher giving us a 50% discount. But if we had spent full price on this meal we would've felt incredibly upset at the end of it. The service was very average. Trying to get hold of the waitress was difficult  even though only 4 tables were...   More,169,165,65,Sydney  New South Wales,July 14  2013,2
Deck on Bent,G05 Bent Street | Shop 215 Sydney New South Wales 2021 Australia,Donna W,Bad services  food menu was change for that day  and the price was higher,Very bad services  was not busy  the menu was changed for that day  and the prices were higher than on the internet  the food was below standard. Manager had apologise  offered all a coffee  there was 11 people  also got 10% of the bill. but will not be going again. Had to wait 1/2 an hour to get a... read more,10,6,6,Sydney  Australia,17 May 2015,1
Deck on Bent,G05 Bent Street | Shop 215 Sydney New South Wales 2021 Australia,malc027,Bad services  food menu was change for that day  and the price was higher,Very bad services  was not busy  the menu was changed for that day  and the prices were higher than on the internet  the food was below standard. Manager had apologise  offered all a coffee  there was 11 people  also got 10% of the bill. but will not be going again. Had to wait 1/2 an hour to get a glass...   More,31,23,19,Sydney  New South Wales,17 May 2015,1
Deck on Bent,G05 Bent Street | Shop 215 Sydney New South Wales 2021 Australia,Julie R,Ugggggh,We went there on Saturday night after Swans AFL match and they had their limited menu. But the real turnoff was the food we received. Even the Wedges could not be supplied with sour cream  they had run out!!! My wife ordered Ceasar sale without chicken  it was served with chicken  she asked for it to be taken off and...   More,1,1,0,Sydney  New South Wales,21 April 2015,1
Deck on Bent,G05 Bent Street | Shop 215 Sydney New South Wales 2021 Australia,John B,Don't waste your money or time eating here,Wow where do I start......tried to book for 8 had to ring and email 3 times before they even answered..this should have been my warning but the menu looked ok online..next we arrive and the menu is some special one with very limited choices...but restaurant is packed so we stay.....oops .....waitress and wait staff don't have a clue they forget...   More,47,45,39,Newtown  Sydney,20 April 2015,1
Deck on Bent,G05 Bent Street | Shop 215 Sydney New South Wales 2021 Australia,merrileeSylvania,Walk on,The vegetarian penne and the garlic prawns were terrible. The chef's favourite ingredient appears to be salt...lots of salt. The waitress was lovely and the beer was cold but I can't get past the terrible food.,10,3,8,Sydney  New South Wales,30 January 2015,1
