Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Manns16,Impressive,Really impressed with the friendly staff and the food. Only negative is that the tables in the back portion are so close together that the conversation I had with my friend prompted the guy at the next table (which was very close) to join in. While this wasn't an issue  it certainly made me think that I would never have...   More,27,15,11,Newtown  Sydney,April 30  2015,4
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,woofiedo,Mid week dinner,We came here mid week and had good service. There was four of us and we all had an enjoyable meal. On the whole the wait staff were attentive  had a little bit of trouble attracting attention for our bill  but they were very attentive when we were placing our orders. Perhaps a little pricy but I was expecting that...   More,150,42,87,Sydney  New South Wales,April 17  2015,4
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,PeteandMissie,Cant remember the last time I walked out of a restaurant!,Arrived for a Saturday lunch and was shown to our table (inside) by what appeared to be one of 3 waitstaff be working that day. Considering the restaurant was around half to three quarters full I found this a little odd? Anyway  there we sat for the next 20 minutes without even the slightest glance from a staff member. We...   More,72,17,45,Sydney  New South Wales,April 6  2015,2
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Stewtait,Nice evening with family but pretty expensive for what you get.,Had a birthday dinner here. The evening was very nice but $258.00 for 3 shared entrees  4 mains and 6 drinks was pretty expensive. Saying that  the food was very tasty and the service was also good. I assume that as you are a. Westfield tenant  the rentals is VERY high   hence the high prices.,18,22,10,Sydney  New South Wales,April 2  2015,4
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Margaret C,Huge Disappointment ... and they asked for a tip!,We wanted to go somewhere different from our normal restaurants. With Miranda Fair having being refurbished we decided we would try one of the new restaurants. Note that the night was not a busy Tuesday night. Service was really poor after we were seated. They checked if we wanted some water - which we did - but it took 10...   More,42,21,28,Stanmore  Sydney,March 5  2015,2
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,chrisnjulez,Over priced cafe,On arrival we were sat at a very small table for four people that rocked we had to place our foot on the leg of the table to stop our glasses from falling over. Entree was lovely and we thought the night was going to get better but the mains were disappointing a very oily and salty risotto and an...   More,9,0,7,Sydney  New South Wales,February 22  2015,2
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,sawyersaid,We'll Be Back,Valentines Day Dinner. What could you expect. Great service with a since of humour . The menu was as we expected beautiful Entree  Mains ( Rib Eye especially cooked to perfection with the extras to the side roast potatoes  Mushroom) & the Dessert ( A taste extravaganza ) yes we'll be back...,51,19,42,Drummoyne  Sydney,February 14  2015,5
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Nathhhh,Second visit! Great Service  ok food,This was our second experience at The Italian Kitchen and although better than the first I wouldn't rate it highly. It's not a bad experience by any means  it's just average. What was way beyond average was the service and knowledge of the staff. They were always working hard to ensure everyone was... read more,74,31,31,Sydney  Australia,January 19  2015,3
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Wildfire57,Second visit! Great Service  ok food,This was our second experience at The Italian Kitchen and although better than the first I wouldn't rate it highly. It's not a bad experience by any means  it's just average. What was way beyond average was the service and knowledge of the staff. They were always working hard to ensure everyone was promptly being served  and the maitre'd found...   More,48,21,27,Sydney  New South Wales,January 19  2015,3
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,MacaBonnetBay,Some Interesting choices,Had lunch here today. Have lots of things I cant eat these day but there were plenty choices for me. I had mozzarella chips  Zucchini flowers and wood roasted corn.Yum they we all great. Hubby had pizza and was disappointed as it was supposed to be all different meats but tasted mostly of tomato and cheese. His fries were fires...   More,42,20,24,Rozelle  Sydney,January 18  2015,4
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Kris Z,Remembering Italy,Thought we'd try this new restaurant. Having visited Italy late last year we were keen for quality Italian cooking. Tried Pizza  linguine & salad  with Italian wine. Everything was delicious  and couldn't keep our eyes off the other tables choices. The waitstaff were fantastic - including French & Italian people  all with a chat & smiles. The owner was also...   More,87,21,81,Newtown  Sydney,January 17  2015,5
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Beechy1958,ROUND 2,hey trippers and happy new year to you all. ok so i loved this place so much had to do it all again. this time there was 6 of us. omg these friends thought we ordered too much for the starters and were worried about not finishing their mains. noooooooooo  they were wrong  we had the delicious wood fired bread...   More,68,46,52,Sydney  New South Wales,January 16  2015,5
The Italian Kitchen Miranda,Level 2 Shop 2203/2204 | Westfield Miranda Sydney New South Wales 2228 Australia,Kris Z,A great new restaurant,Showed off the new Miranda Westfields to my daughter who lives in the city. We decided to give this new restaurant a try and were very pleased we did. Service was friendly and efficient and the light lunch antipasta platter for two that we shared was divine. The outlook is lovely and there was a lively vibe in this new...   More,87,21,81,Sydney  New South Wales,January 13  2015,4
Argie BarGee,377 King Street Newtown Sydney New South Wales Australia,Shepsontour,Casual and Hip,Found Argie Bargee bar througb a local Living Social voucher. Relaxing atmosphere and great tapas. Service was quick and easy  just needed a few more smiles to match the yummy tapas. A nice quick meal with groovy laid back tempo to suit the whole Newtown vibe.,27,12,17,Sydney,31 August 2013,4
Argie BarGee,377 King Street Newtown Sydney New South Wales Australia,Alex L,Casual and Hip,Found Argie Bargee bar througb a local Living Social voucher. Relaxing atmosphere and great tapas. Service was quick and easy  just needed a few more smiles to match the yummy tapas. A nice quick meal with groovy laid back tempo to suit the whole Newtown vibe.,3,5,3,Newtown  Sydney,31 August 2013,4
Tiger Mottle,248 Glenmore Rd | Five Ways Paddington Sydney New South Wales 2010 Australia,Elise B,Worth the wait -long wait !,Visited here for breakfast this morning -4 of us .It was very busy on this cold cold Sunday morning but we found a table upstairs .Coffees came quickly but a long long wait for breakfast -then 3 came and 10 mins later the 4th ! Food was good -I had the avocado and lime on toast and the others... read more,1,0,0,Sydney  Australia,12 July 2015,4
Tiger Mottle,248 Glenmore Rd | Five Ways Paddington Sydney New South Wales 2010 Australia,voluteer,We walked out!!!,Visited today arriving at about 11:15 for brunch! Found a table upstairs which was fine and offered coffees and juice which came out within reasonable time. We were told there would be a 20 minute wait on food which was fine. However  the time was ticking away as people who come in after us received there food which was not...   More,197,125,103,Sydney  New South Wales,9 August 2015,1
Tiger Mottle,248 Glenmore Rd | Five Ways Paddington Sydney New South Wales 2010 Australia,Dan_L0ndon,Worth the wait -long wait !,Visited here for breakfast this morning -4 of us .It was very busy on this cold cold Sunday morning but we found a table upstairs .Coffees came quickly but a long long wait for breakfast -then 3 came and 10 mins later the 4th ! Food was good -I had the avocado and lime on toast and the others eggs...   More,14,21,6,Sydney  New South Wales,12 July 2015,4
Tiger Mottle,248 Glenmore Rd | Five Ways Paddington Sydney New South Wales 2010 Australia,Bill A,New owners and staff - it's a complete disaster - avoid !,Atrocious service and average food - avoid! It's very sad when a great place changes ownership and staff and almost over night is a complete disaster. We went for breakfast this morning and waited (along with all other patrons) at least 25 minutes for our coffee and well over 1 hour for our food. The staff were a mixture of...   More,84,33,38,Sydney  New South Wales,29 March 2015,1
Durty Nellys,9-11 Glenmore Rd Paddington NSW 2021 Sydney New South Wales Australia,Wayne P,Nice Irish pub,really Irish  this one. Great service but gets really noisy sometimes. Nice place to go for your Guinness with friends and chat away the evening,1,0,0,Sydney  Australia,10 August 2014,4
Durty Nellys,9-11 Glenmore Rd Paddington NSW 2021 Sydney New South Wales Australia,Sleen_s,The New Owners are Idiots,Everything that Was Great about Durty Nelly's has Gone Forever with the Old Owers as the NEW Owners are Rude Arrogant Sarcastic and Very Clearly - Do Not Like the Irish. They are Driving Away the very Community who made this A Gold Mine for the Old Owners.,62,27,29,Sydney  New South Wales,24 March 2015,1
Durty Nellys,9-11 Glenmore Rd Paddington NSW 2021 Sydney New South Wales Australia,Robert K,Nice Irish pub,really Irish  this one. Great service but gets really noisy sometimes. Nice place to go for your Guinness with friends and chat away the evening,5,5,4,Sydney  New South Wales,10 August 2014,4
Supermeal Chinese Restaurant,39 GoulburnstHaymarket 2000 Sydney New South Wales Australia,rv o,Genuine grub,This was recommended to us by a local and it did not disappoint. We ordered duck for four and it was delicious. The evening flew by thanks to the unlimited Chinese tea refills. If you like your genuine no nonsense Chinese fair  I would recommend.,36,28,16,London  United Kingdom,4 January 2015,4
Supermeal Chinese Restaurant,39 GoulburnstHaymarket 2000 Sydney New South Wales Australia,David S,Genuine grub,This was recommended to us by a local and it did not disappoint. We ordered duck for four and it was delicious. The evening flew by thanks to the unlimited Chinese tea refills. If you like your genuine no nonsense Chinese fair  I would recommend.,4,0,4,Drummoyne  Sydney,4 January 2015,4
Fresh Curry - Indian Cuisine,370 Oxford Street Sydney New South Wales Australia,Mark W,Source of gastroenteritis,I tried out this place on 14 December 2013. It looked pretty dodgy but i bought a Cheese Naan and two Vegetable Samosas anyway. Yeah well  within the hour it had all exploded out of my system and i'm still ill with headaches  coughing and fever. Go elsewhere as i consider this takeaway... read more,1,7,0,Sydney  Australia,18 December 2013,1
Clipper's Cafe,Cary Street Drummoyne Sydney New South Wales 2047 Australia,Kimi013,Always have to wait,We live local and enjoy campos coffee  be prepared to wait even for a take away coffee or a dine in order. The average wait over 4 visits is twenty five minutes for a coffee!,9,14,3,Drummoyne  Sydney,8 January 2012,1
Clipper's Cafe,Cary Street Drummoyne Sydney New South Wales 2047 Australia,sbon9368,Always have to wait,We live local and enjoy campos coffee  be prepared to wait even for a take away coffee or a dine in order. The average wait over 4 visits is twenty five minutes for a coffee!,3,0,3,Drummoyne  Sydney,8 January 2012,1
Jamaica Blue,122 Lang Road | Unit 215F1 Building 215 The Entertainment Quarter Moore Park Sydney New South Wales 2021 Australia,francesca082,Jamaica Blues a'jamming' and 'musing...,Coffee is excellent  there was a good-natured waitfriend  I had a fun dish of mushrooms and fetta and asparagus for brekky  and my reunionised bro and sis in law enjoyed a banana bread. Tad noisy coffee machine for we chatterboxes  but what the hey! Clean tables  new and sparkling shelfgoods and... read more,87,44,31,'Sydney  Australia,16 October 2015,4
Jamaica Blue,122 Lang Road | Unit 215F1 Building 215 The Entertainment Quarter Moore Park Sydney New South Wales 2021 Australia,Doug D,Jamaica Blues a'jamming' and 'musing...,Coffee is excellent  there was a good-natured waitfriend  I had a fun dish of mushrooms and fetta and asparagus for brekky  and my reunionised bro and sis in law enjoyed a banana bread. Tad noisy coffee machine for we chatterboxes  but what the hey! Clean tables  new and sparkling shelfgoods and vivacious atmosphere. Very pedestrian friendly at EQ.,44,9,21,Sydney  New South Wales,16 October 2015,4
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,marzup,All style and no substance,We had been wanting to try this restaurant for a while so when we saw a Groupon voucher for it we snatched it up. We were so excited that even the abrupt bordering on rude tone of the person that took our phone reservation did not curb our enthusiasm. The restaurant is very stylishly fitted out... read more,26,6,13,Sydney  Australia,21 April 2012,2
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Charles Z,How do they survive?,Kuaizi doesn't know what it wants to be and isn't very good at what it is trying to be. It's on the edge of Chinatown and is decorated quite nicely as a Chinese but then has a strange western menu. I had their "you can't miss this" duck confit which was overcooked and tough with chewy skin and came with...   More,1,1,0,Sydney  New South Wales,2 January 2013,1
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,gilarra1,Excellent restaurant,I went there last week with my another 3 friends  the decor is amazing and it's probably the most classy restaurant you've never seen in Sydney!!! The prawn buffet offers a variety of dishes which include 8 different types of prawn  salads  main courses  dessert and even fruits! It's good value and service was excellent too  the staff were very...   More,1,2,0,Newtown  Sydney,19 July 2012,5
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Robert S,cant complain,after reading reviews i was expecting the worst but was pleasently suprised went on saturday with 3 other friend and was quite happy with the food  with the service and the entertainment was excellant yes it was a buffet style but having a coupon for prawns cooked 8 ways i was expecting to have only prawns available but the salads the pastas...   More,125,97,61,Sydney  New South Wales,9 July 2012,4
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Chowwong88,Nice cheap - all you can eat prawn lunch,I also had a voucher and paid under $40 for 2 all you can eat prawn with wine (but I had soft drink) some of these deal locations will not allow change of drinks so that was a nice surprise. In short the food was non peeled king prawn and I ate and ate and could have ate as much...   More,4,4,0,Sydney  New South Wales,19 June 2012,4
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,LLOK57,Worst service and poor food quality,Had a All you can eat prawns Groupon deal and it was a terrible experience  ended up being a buffet self service and they placed us downstairs so we had to keep going up and down but I didn't make many trips anyway. The food was cold because the trays they were served in weren't heated  some prawns were off...   More,1,4,0,Stanmore  Sydney,11 June 2012,1
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,QiongWU,Worst of the worse voucher,Don't be fool by the beautiful photos and description of the Kuaizi 'Fusion' restaurant advertisement. Though the deco looks classy  this was no way near fine dining at all. The $79/8 course menu for 2 was the worst deal I have ever had. I had tried numerous of restaurants with vouchers in the past years  this was definitely the worst...   More,26,21,15,Drummoyne  Sydney,2 June 2012,1
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Fred T,the worst among all group voucher restaurant,DO NEVER BY its Groupon deal!!!!!!!!! all dishes are super lame rather than as per its deal photos. The course of serving is extremely slow! 10-15min interval between each dishes. The entree dish is a true dodge! fool customer as they were the idiot!!!,1,7,0,Sydney  New South Wales,26 May 2012,1
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,nitalo,The most horrible meal I have ever had!!,Went there with my partner with a Groupon deal for a degustation menu - promised 8 courses  but really it comprises of a 'very lame rocket salad in a very unprofessional CUP'   followed by 4 tiny things on ONE single plate (which apparently counted as FOUR courses) - 1 piece of small rock oyster with no dressings  ONE piece...   More,33,20,14,Sydney  New South Wales,28 April 2012,1
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Shannyc80,All style and no substance,We had been wanting to try this restaurant for a while so when we saw a Groupon voucher for it we snatched it up. We were so excited that even the abrupt bordering on rude tone of the person that took our phone reservation did not curb our enthusiasm. The restaurant is very stylishly fitted out and looks very classy...   More,15,13,9,Rozelle  Sydney,21 April 2012,2
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,eek212,Trying to offer something different,This resturant has some interesting food selections. Unfortunatley they dont specialise in anything which leaves you wondering what to order. Have dinned there on three occasions now because i really wanted to try various things and it was near my hotel. The fish was very good however it was... read more,1,2,0,Melbourne  Australia,December 25  2011,2
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Christine123_12,fine food with food court service and value,me and friends went to this new restaurant on 24 feb friday. it was pack and full house. for such a new restaurant that is a good sign. anyway the waiter recommended us with the $79 set menu  so we tried that!! it took us 15 mins to get our wine and the food come before the wine. i dont...   More,2,11,0,Sydney  New South Wales,March 11  2012,4
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Leeatbroadbean,excellent value and service,We live in Brisbane but were in Sydney from 3rd to 5th march. We spent Saturday night at the Kuaizi Restaurant using a Groupon Deal. We weren't sure how we would find it but have to comment and say it was one of the best deals we have ever used. We got All you can eat Prawns + Bruschetta +...   More,21,15,12,Newtown  Sydney,March 6  2012,5
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,Jumpurr,Good Groupon price ... Bad food!,Got a $49 all you can eat deal prawn on Groupon. Started off well with nice wine as part of the deal and some odd little bread roll 'bruschetta' The prawns looked okay when they came out but as we started eating them we were not pleased. The heads were all very black and when you removed them turned to...   More,4,11,0,Sydney  New South Wales,March 6  2012,1
Kuaizi Modern Fusion Restaurant,321-325 Sussex Street Sydney New South Wales Australia,whitepointer,Japanese Pearl in Sydney,You will find this Pearl of a Restaurant at 329 Sussex St  Sydney (between Bathurst & Liverpool St's). The Staff and Restaurant are only 5 weeks new and are doing a superb job of catering to their customers. The decor is absolutely beautiful and the dining is excellent. Compliments to all the staff especially Godfrey  Charles and the Chef for...   More,314,240,161,Sydney  New South Wales,December 28  2011,5
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Rama A,Service was standard - food was good,The setting at the loft was great  nice and warm on a windy day...atmosphere was great. Allowed us to seat close by to assist with the kids meal. The waitress would not entertain anything not on the menu  no special requests accepted. Nice place if you want to have what is on the menu without... read more,7,3,7,Milsons Point  North Sydney,28 December 2015,3
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Johan O,Service was standard - food was good,The setting at the loft was great  nice and warm on a windy day...atmosphere was great. Allowed us to seat close by to assist with the kids meal. The waitress would not entertain anything not on the menu  no special requests accepted. Nice place if you want to have what is on the menu without alteration.,13,3,5,,28 December 2015,3
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,yakshaver,Don't....,If you're in this area spend 10 minutes walking to Piato in McMahon's Point. Nothing fresh or Italian about this except from the words in the menu. Olive oil? Nope that was some other oil...,244,81,121,Oslo  Oslo  Norway,15 November 2015,1
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,thesmithgirls,Nice coffee  average pizza,The place is very convenient in the heart of Kirrbilli village  with that kind of villagey feel: a small place  with a couple of benches on the footpath. The coffee is always good (but that is the case most anywhere in Sydney these days). The pizza was average: a bit too "full" of stuff  and the base (one of the...   More,3,7,0,Sydney  Australia,15 October 2015,3
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Brice L,Awful. Just AWFUL !!!,Salads drowning in dressing with only few mouthfuls of meat or chicken. Pizza limp & soggy from too much cheese. Absolutely awful food !!!!!!! Never again.,1,0,0,Mosman  Australia,6 September 2015,1
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Maria E,Good family dinner,Got there with 8 persons without reservation (4 kids 4 adults) and been served quickly food was very good. Recommend for casual sunday family.,30,14,13,,26 July 2015,4
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,james B,Really horrible!,Italian? Where? Just asian people that "make" pizza! But you can't call pizza something like this! Very cold place.. Cold pizza.. Cold everything!! ,14,2,12,,13 July 2015,1
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Foodlover2782,Horrible,I had spaghetti it was cold it has come. Out of the microwave I through up after eating it don't ever go there,4,4,0,Sydney  Australia,28 June 2015,1
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Catherine G,Horrible!!!,Went out for lunch with a few friends there were was one other person in the restaurant and we waited close to an hour for the food. Once it finally arrived we only one got one meal two of us had to wait another fifteen minutes for the second meals to arrive. The garlic prawn pizza was soggy and saturated...   More,69,42,28,,8 June 2015,1
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Sally-anne K,Tasty! Fresh! Great ham & bacon!,On our weekend in Sydney we came across this little beauty  right in the small kiribilli village next to the train station. We decided to come back to try. It was very crowded and obviously very popular with the locals. Luckily we got a table for two - and I popped down to byo wine at the local BWS rather...   More,52,30,32,Frankston  Australia,7 June 2015,4
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,trisho200,Nice atmosphere but food average,We came with very hungry teenage children and were disappointed by the quality of the food. It was fun sitting upstairs and it was warm and cozy but the food was very average and too salty. One of our meals was forgotten and although we were offered a complimentary drink it was still disappointing.,5,1,0,Milsons Point  North Sydney,July 15  2014,3
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,James G,A real little gem of a cafe/restaurant!,This cafe is a little gem situated on the High Street in Karribilli  North Sydney. They serve one of the best coffees that I've ever had and the cannoli is pretty special too! I usually travel to Sydney once a year and my first stop is always at "The Mad Italian". There is a restaurant upstairs which serves lovely meals...   More,27,4,22,Perth  Australia,January 7  2015,5
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Zbrowelli,Ice cream takeaway,Before 11  asked for a simple ice cream takeaway. Not even closed  still customers. Really put two scoops in a cone  is going to interfere with packup. No go  too much effort I guess. I worked in cafes for years - bit of flexibility perhaps - especially when your not officially closed?,71,22,25,,November 28  2014,1
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Lisa074,Nice atmosphere but food average,We came with very hungry teenage children and were disappointed by the quality of the food. It was fun sitting upstairs and it was warm and cozy but the food was very average and too salty. One of our meals was forgotten and although we were offered a complimentary drink it was still disappointing.,132,56,84,,July 15  2014,3
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Clement D,love the spagetti and meatballs,It's hard to find  and it looks like there are no tables but go upstairs. You can sit outside if you like too  but they open the doors and windows upstairs so in summer it's still nice. we've been there a few times  I've tried the a few of the pizzas  spag and meatballs  and the ravioli. It's all been...   More,34,22,20,Sydney Australia,January 24  2014,4
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,Mazzanz,Great Pizza  good service and value!,We came to the Mad Italian after spending a day visiting Sydney with family and it was a great choice. Relaxed but professional service  great pizza and good value. I would recommend this place.,14,11,0,Brisbane  Australia,October 20  2013,5
The Mad Italian,Shop 5 3A-9B Broughton St | Kirribilli Sydney New South Wales Australia,sheila c,Reliable  tasty  reasonably priced  good service,I've always found this place to be pretty good so thought I'd throw a review their way. Service is always good  and no matter how busy they always process our takeaway orders with speed. They aren't stingy with portion sizes and the prices are reasonable for the area. Plus they have great gelato!! Their pastas and garlic bread are my...   More,98,61,45,Sydney  Australia,October 7  2013,4
Nando's,535 Crown St Sydney New South Wales 2010 Australia,Jen H,In the end  it is just chicken.,Good  fast  takeout chicken. Not "the best chicken" I ever ate. Not sure why the hype. Just a storefront  takeout chicken kind of place.,2,1,0,Sydney  New South Wales,26 August 2015,3
Nando's,535 Crown St Sydney New South Wales 2010 Australia,Lynne P. T,Made me ill!,We visited here with a large group of people.. and the food arrived minutes after ordering even though it was off peak in the mid afternoon. I ordered a chicken burger which when bitten into was still pink inside! Cockroach like bugs were spotted dead on the floor. Ladies toilets didn't have a working light so used the disabled one...   More,47,20,27,Rozelle  Sydney,23 September 2015,1
Nando's,535 Crown St Sydney New South Wales 2010 Australia,Norman H,In the end  it is just chicken.,Good  fast  takeout chicken. Not "the best chicken" I ever ate. Not sure why the hype. Just a storefront  takeout chicken kind of place.,133,54,33,Sydney  New South Wales,26 August 2015,3
grandma moses bagel house and deli,511 old south head rdrose bay Sydney New South Wales Australia,Mace B,Good Bagels,Really good bagels. This is primarily a bakery and small supermarket with a couple places to eat. Its kosher (Dairy).,34,5,23,Newtown  Sydney,18 August 2015,3
grandma moses bagel house and deli,511 old south head rdrose bay Sydney New South Wales Australia,Katie R,Good Bagels,Really good bagels. This is primarily a bakery and small supermarket with a couple places to eat. Its kosher (Dairy).,3,1,0,Sydney  New South Wales,18 August 2015,3
grandma moses bagel house and deli,511 old south head rdrose bay Sydney New South Wales Australia,Alewkap,Average Bakery with Rude Staff,Not worth visiting  very rude staff and food average. There are much better Kosher options in other parts of theEastern suburbs.,101,12,19,Sydney  New South Wales,24 July 2015,1
grandma moses bagel house and deli,511 old south head rdrose bay Sydney New South Wales Australia,Jeffrey C,Grandma Moses Rose Bay  Sydney,A small kosher deli with a few tables and chairs. The food is better than average but the prices are expensive and the interior of the store is bleak. Not for me thank you  but ok for kosher takeaway if you are prepared to pay prices that aren't kosher!,62,25,29,Stanmore  Sydney,14 June 2015,3
grandma moses bagel house and deli,511 old south head rdrose bay Sydney New South Wales Australia,BarryZi,Service and Customer care can be oxymorons,If I thought the service at Glick's was bad then.... If one does not scream out to get service one could almost die of old age- why not a number system The bagels are good and the coffee quite drinkable,83,37,45,Drummoyne  Sydney,28 April 2015,3
Azzurri Pizzeria Restaurant,136 Marion St Leichhardt Sydney New South Wales 2040 Australia,Jessica S,Average as,We ordered the margharita pizza which had barely any tomato paste on it so it was quite dry but the base was decent. We also had the MGM gluten free which was a nice base but the extras i paid for were not on the pizza. The nutella pizza was pretty good and the Sicilian pasta was average  the... read more,62,35,46,Rozelle  Australia,21 June 2015,3
Azzurri Pizzeria Restaurant,136 Marion St Leichhardt Sydney New South Wales 2040 Australia,GIOSYD,Average as,We ordered the margharita pizza which had barely any tomato paste on it so it was quite dry but the base was decent. We also had the MGM gluten free which was a nice base but the extras i paid for were not on the pizza. The nutella pizza was pretty good and the Sicilian pasta was average  the eggplant...   More,12,3,12,Rozelle  Australia,21 June 2015,3
Azzurri Pizzeria Restaurant,136 Marion St Leichhardt Sydney New South Wales 2040 Australia,Sinan H,TERRIBLE!!,We tried to have a dinner here one of the first evening in Leichhardt. The staff was unqualified! When we gone inside nobody greeted us and the girl behind the counter didn't even lifted her head! We didn't have our dinner here.,1,0,0,Lenno  Italy,28 April 2015,1
KFC,213 Parramatta Rd Five Dock Sydney New South Wales 2046 Australia,Kevin B,Dirty  a Wet  no customer service,Went there on my way to Sydney. The weather was raining and cold. Parked out the front and walked in. The roof was leaking in about 6 different spots and water was all over the floor. ( major slip hazard ) ordered the meals for my family and went to was my hands  the toilets are worst than most... read more,31,12,18,Bathurst  New South Wales  Australia,20 April 2015,2
KFC,213 Parramatta Rd Five Dock Sydney New South Wales 2046 Australia,Critique125,Dirty  a Wet  no customer service,Went there on my way to Sydney. The weather was raining and cold. Parked out the front and walked in. The roof was leaking in about 6 different spots and water was all over the floor. ( major slip hazard ) ordered the meals for my family and went to was my hands  the toilets are worst than most council...   More,59,93,48,Bathurst  New South Wales  Australia,20 April 2015,2
KFC,213 Parramatta Rd Five Dock Sydney New South Wales 2046 Australia,Tony W,Seriously Understaffed,As a rule we generally don't rate "fast food" outlets but have made an exception given that this review may influence its owners to put more effort into recruiting new employees and cleaning the place up. This is our "local" KFC & whilst we still come here and love and love it.  over the last two years we have sadly...   More,834,212,400,Sydney  Australia,15 February 2015,2
Bacino Bar - Chowder Bay Kiosk,Building 14 Sydney New South Wales Australia,oneill-photography,Caffeine fix with a million dollar view,Perched right on Chowder Bay  you get amazing views and a beach side location. A very relaxed atmosphere in one of Sydney's most beautiful locations. Just next to the beach and a large park  it's a great stop over for coffee or a quick snack.,7,1,4,Sydney  New South Wales,1 November 2015,3
Bacino Bar - Chowder Bay Kiosk,Building 14 Sydney New South Wales Australia,ynter83,Rude service with attitude & crap coffee,Visited here on the walk from Bradley's head to Chowder Bay. We asked for Soy lLatte and Skim Latte in regular cup to have here. Told you can have it in a takeaway cup cause I'm too busy. Don't bother stopping here  go up to Ripples so you don't have to take the owner's attitude.,5,2,4,Sydney  New South Wales,3 January 2016,1
Bacino Bar - Chowder Bay Kiosk,Building 14 Sydney New South Wales Australia,MabbittBawcutt,Rude and unfriendly service,We stopped at this bar for a quick bite at lunch time and we were surprised by the slow  rude and unfriendly service. We got a rock hard and stale bagel  a sandwich that didn't really have the ingredients listed on their menu and a coffee that was all right for around $25. The location and view doesn't make up...   More,42,25,18,Sydney  New South Wales,2 January 2016,1
